perm_sms,perm_location,perm_camera,perm_microphone,perm_contacts,perm_storage,perm_admin,perm_boot,perm_system_alert,perm_install_packages,total_permissions,dangerous_perm_count,network_connections_count,background_exec_frequency,suspicious_api_calls_count,data_exfil_volume_kb,min_sdk_version,target_sdk_version,apk_entropy,hash_reputation_score,is_malicious
0,1,0,0,0,1,0,0,0,0,5,0,3,0.3874273295124021,1,242.5667691965154,23,32,5.431025208665944,86.98247359074816,0
1,0,0,0,1,1,1,0,1,1,42,10,19,7.1378882493534,10,5552.703391956559,16,30,7.579912193626241,23.33695632159463,1
0,1,1,0,1,0,0,0,0,0,5,2,3,0.5188555527863822,0,264.1106398436364,23,32,5.853688805100968,95.49710737106645,0
1,1,1,0,1,1,1,1,1,0,39,14,47,9.614593702925623,15,8748.8177472621,16,30,6.814697021256355,29.49283455820745,1
0,0,0,0,1,0,0,0,1,0,5,2,5,1.71923900952589,1,139.96660757347152,26,33,5.369385245949209,93.41271714521764,0
0,0,0,0,0,0,0,0,0,0,9,1,0,2.5971858586024488,0,478.5030607800277,28,32,6.412967068931385,96.42981874664989,0
0,1,1,0,1,1,0,1,1,1,41,6,37,8.807454089908099,5,18454.085253733956,19,28,7.327559708174856,18.47455157371032,1
0,0,1,0,0,1,0,0,0,0,10,3,4,0.903253759444216,2,384.6940523025033,30,32,6.083312276850034,98.87163462613887,0
0,1,0,1,1,1,0,1,1,1,21,15,24,5.212468833386135,17,20335.433708717326,19,28,6.848347725970023,9.664227062314499,1
0,0,0,0,0,1,0,0,0,0,12,2,2,2.6421127552399692,0,74.27401448770061,23,32,6.365402867219931,93.45163939163184,0
1,1,1,1,1,1,0,1,0,0,38,7,52,7.385416833583032,23,3018.5562354126905,19,26,7.402060581340044,37.62483350965105,1
1,1,0,1,1,1,0,1,1,0,39,15,13,9.283249954777737,20,10953.764771136592,19,28,7.922175507918942,2.4097745335124365,1
0,1,1,0,0,0,0,0,0,0,13,3,3,2.3470475067812497,2,268.29870038203876,28,33,5.225808959018314,93.24298403811275,0
0,0,1,0,0,0,0,0,0,0,10,1,1,2.116235828588804,1,437.446774109304,28,32,5.567261432512788,84.109669997505,0
1,0,0,0,0,0,0,0,0,0,14,1,5,2.8866748901259127,0,402.1984718824322,23,31,5.934881477187216,88.78818596487112,0
1,1,1,0,1,1,0,1,0,1,36,10,10,9.086240131349992,5,3798.3706567970744,21,28,7.324751520121605,3.6321458867723377,1
0,0,1,0,0,0,0,0,0,0,7,1,5,0.7753341791638757,2,28.907716935593143,21,30,5.408483540953071,82.63201243327028,0
1,0,1,1,1,1,1,1,1,0,44,9,49,6.94089861260338,7,20130.93050748528,19,29,7.385097847690601,31.465524595747183,1
0,0,1,0,0,1,0,1,0,0,9,1,0,1.6431493649550624,0,183.19186785470086,28,31,5.659896917768928,90.93244147209467,0
0,0,0,0,0,1,0,0,0,0,11,2,5,1.6937426528765172,1,161.44615290718127,28,34,5.327544715832157,81.9506826869108,0
0,1,1,0,0,1,0,0,0,0,14,2,4,2.3941108708333254,2,250.68358792708554,23,31,5.616431814653529,94.8954321422671,0
0,1,0,0,1,0,0,0,0,0,4,1,1,0.7865450711688041,1,164.20722268285854,23,31,6.157789695611415,91.32552204885387,0
1,0,1,1,1,1,1,1,0,1,12,6,15,8.679322671320922,9,5552.968422111076,19,26,6.990638952463234,17.617244219985437,1
0,1,1,0,0,1,0,1,0,0,10,1,3,0.356108270265308,0,368.41133136913874,21,31,4.574013468655636,91.42441371746241,0
0,1,0,0,0,1,0,0,0,0,5,0,2,2.2196120121135747,2,303.7852945465579,23,33,5.365371845151808,85.8732769703581,0
0,1,0,1,0,0,0,0,0,0,2,1,7,1.5984214421425325,0,381.8970793879118,26,32,6.41041917742578,93.14623678653307,0
0,0,0,0,0,0,0,0,0,0,8,1,4,0.892964201328149,0,231.62446963333346,26,33,6.633895745874607,83.01797780331732,0
1,0,0,1,1,1,0,1,1,1,29,14,39,5.703327767102101,18,16755.387316919245,21,28,7.762689828008097,34.18867373139578,1
0,1,0,0,0,0,0,1,0,0,6,0,3,0.8149235147007474,2,173.0033793970395,23,33,5.905039136896665,99.46920111249194,0
1,0,0,0,1,1,0,1,0,0,23,10,38,6.168642782127179,16,17267.364931886048,21,28,7.758076851886824,23.610303119008694,1
0,1,0,0,0,1,1,0,0,0,9,2,2,0.9231050475209874,0,421.0459521716179,30,30,4.675441788254742,80.9521787952643,0
0,1,0,1,1,0,1,0,0,0,43,10,29,7.156223615412923,8,18975.739672589305,19,30,7.402917336272312,27.496059937928013,1
0,0,0,0,0,0,0,0,0,0,2,1,2,1.200970868533878,2,57.75634500405954,26,31,6.155254726475311,96.59879442322136,0
0,0,0,0,0,0,0,0,0,0,2,1,1,2.3384527070493055,0,276.71639831168875,23,34,6.3387021108231085,87.1601846857098,0
0,0,0,0,0,0,0,0,1,0,12,3,3,1.2593662902329923,0,377.6097961517451,26,31,5.670393935149545,90.2197390234503,0
0,0,0,0,0,0,0,0,0,0,7,3,4,1.9730065017287521,2,448.8313311269725,23,31,5.94749199353542,85.98712537463443,0
0,0,0,0,0,0,0,0,0,0,2,3,0,2.874152312963284,1,235.04979855307533,23,31,6.544467058397848,94.9954988136105,0
0,1,0,0,0,0,0,0,0,0,7,2,3,1.704751334554413,0,162.64481180021596,23,33,6.411943322897223,84.49923178614075,0
0,0,1,1,0,0,0,0,0,0,8,0,0,1.9497468283449828,1,76.42067635625149,28,31,5.072932081200382,85.40435477354363,0
1,1,1,1,1,1,0,1,0,0,15,16,38,5.698646201788135,21,2604.322083669634,21,29,7.701790130286664,20.09067978408737,1
0,0,0,0,0,0,0,0,0,1,5,2,1,1.1466069901419664,0,230.68414634059263,28,32,5.22386469332354,85.83196248974112,0
0,1,0,0,0,0,0,0,0,0,11,3,1,1.9899066781439023,2,317.029935347471,23,33,6.394039136410637,95.43835638458133,0
0,1,1,0,1,1,1,1,1,1,17,6,31,6.103616995809929,22,2325.655595282883,19,28,7.584626549727584,10.465696319379628,1
0,1,0,0,0,1,0,0,0,0,13,1,7,1.2414766665911365,2,80.16573114143326,28,31,6.550802990366401,98.40120495450992,0
0,1,0,0,0,1,0,0,0,0,13,3,5,2.258325220778367,1,498.14189677444926,26,34,5.331447499009274,98.00600958571076,0
0,1,1,1,1,1,1,1,1,1,35,16,29,6.430822828597417,17,12075.859858712087,21,30,7.544600905103586,1.8410490922520983,1
0,1,1,0,0,0,0,0,0,0,8,2,0,1.871558923830037,1,394.42212501030383,26,30,5.65275781140468,80.99233722273325,0
0,0,1,1,0,0,0,0,0,0,2,1,4,0.16351051271351236,2,187.358635796256,30,34,6.167574595570395,82.08985753140503,0
0,0,0,0,0,1,0,0,0,0,11,2,4,0.08622100371483787,1,428.80054472658657,26,31,6.438201693669763,94.2363870238126,0
1,1,0,1,0,1,0,1,1,0,16,14,39,5.955186462228376,7,12077.787795085507,19,26,7.424402808069426,25.490586229090866,1
1,0,1,1,1,1,0,1,1,1,30,6,55,9.511196115119406,9,8391.964507503206,21,26,7.53261278155557,29.768550068033495,1
1,1,1,0,1,1,0,0,1,0,14,6,59,5.890620868067973,11,6384.367694655401,23,28,7.280884672564946,35.73850394752911,1
0,0,0,1,0,1,0,0,0,0,8,1,2,1.3418653050355638,0,36.80383666322784,26,30,6.259797498219856,98.73653698889767,0
1,0,0,1,0,1,0,0,0,0,6,2,0,2.4109470221322975,0,335.97222015829254,28,34,5.958312216509756,93.59092461200193,0
0,1,0,0,0,1,0,0,0,0,12,2,7,0.7925765513954326,1,370.8609013934685,28,30,6.151767020671605,87.80013673933995,0
0,0,0,0,0,1,0,0,0,0,9,3,5,1.249142032214301,0,23.034767168368212,23,32,5.792880576117879,83.31537330963504,0
1,1,1,0,1,0,0,1,1,1,21,16,18,5.270353675577175,20,4590.347850104279,19,30,7.587659872886284,17.732872556690488,1
0,1,0,1,0,0,0,0,0,0,2,3,0,2.70308534305549,2,390.5240274914633,26,30,6.0418518250133255,85.50042808328887,0
0,1,0,0,0,1,0,0,0,0,9,3,7,1.4506871583779128,2,87.24113377442896,30,30,5.4199574660364025,84.04996275694862,0
1,1,1,1,1,0,1,1,0,0,31,12,14,9.05880643797906,6,21882.530767024688,21,30,7.825990167920208,39.253761001003326,1
1,1,0,0,1,1,0,1,1,0,42,16,43,6.675019806171858,15,9883.040661826572,16,29,7.948560941060697,18.75066482429601,1
0,0,0,0,0,0,0,0,0,0,12,1,0,2.8298424780172713,0,20.26796697918141,23,31,6.5699178814932715,81.66759826314085,0
1,1,1,1,1,1,0,1,0,1,40,13,57,5.132433864133318,21,20728.506466764746,19,28,7.7803805482711725,12.561401911777473,1
1,0,0,0,0,0,0,0,0,0,5,1,0,1.3561363197823884,1,269.0819122750023,30,31,5.256126875641066,83.68987601718652,0
1,0,1,1,1,1,0,1,0,0,12,9,47,5.0909669793441505,23,14417.824802802592,16,26,7.76780042756118,10.592842396817307,1
1,1,0,1,1,1,0,1,1,0,30,13,45,6.536925042026486,21,1276.0478117107577,21,26,6.712484363723815,27.492918662209057,1
0,0,0,1,0,1,0,0,0,0,3,3,5,0.40062602361275756,2,215.15263388606073,28,30,7.0,80.76335252497516,0
1,1,1,1,0,1,1,1,0,1,15,6,52,6.145863396606817,9,19743.564218827083,23,29,6.915263342430414,17.172599467683852,1
0,0,0,1,0,1,0,0,0,0,8,0,4,0.8255923391822965,2,333.06213114734425,26,31,6.272611748139363,91.30022044714512,0
1,1,1,0,1,1,1,1,1,0,29,15,47,6.642651162231882,15,10549.528030650892,21,26,7.06330167724751,6.981371039320203,1
0,0,0,0,1,1,0,0,0,0,14,2,7,0.4614843277913683,1,411.5161195242608,26,31,5.757393883715705,87.92760149512327,0
0,1,0,0,0,1,0,0,0,0,14,3,1,0.5193154182321018,0,348.28628697302156,28,34,5.999060093643459,91.13382027112365,0
0,1,1,0,0,1,0,0,0,0,7,1,3,2.180488683408998,0,409.56408387656035,23,34,5.684081446442129,89.51204705583274,0
0,1,1,1,0,0,0,0,0,0,2,2,7,2.3976020955473536,1,156.85995387740388,26,30,5.473097774276618,95.77336908305954,0
1,0,1,1,1,0,0,1,0,0,18,15,59,6.842893558862629,22,20237.373680165496,16,26,7.859746124642708,18.953604576732825,1
0,0,0,0,0,1,0,0,0,0,14,0,4,2.99000882691611,2,130.7500499941249,23,32,6.661781538419956,88.97756858218423,0
1,1,0,1,1,1,0,1,1,1,18,9,53,9.181005772392973,24,2557.6054521617298,16,26,7.647417097169845,21.809758997408473,1
0,1,0,1,1,1,0,1,1,1,30,7,21,9.75325422107689,6,10057.949373271545,19,30,6.567371155465321,5.108377028598765,1
1,1,1,0,0,1,1,1,1,0,27,15,36,6.274111366744955,16,23882.54659673546,19,29,7.404632412192818,19.762735429338175,1
0,1,0,0,1,1,1,0,1,0,22,13,44,9.63544938302188,13,2444.4239765243055,19,26,7.141509507970892,2.761673152924553,1
1,1,1,0,1,1,0,1,1,0,25,10,54,7.596031522563765,16,22604.482485719145,19,30,7.280079588391293,15.403484516378718,1
0,0,1,0,0,1,0,0,0,0,10,3,5,2.1205073653936384,2,331.0454192486994,28,30,5.774032328119088,81.8822584813188,0
0,0,0,1,0,1,0,0,0,0,11,0,6,2.7699600107935245,2,29.204402742307447,23,33,5.005604732436536,87.54894740507963,0
0,1,0,0,0,1,0,0,0,0,3,1,0,2.2354663846704295,1,261.77503253022076,21,30,5.0831812450227885,91.94466753330774,0
1,0,1,1,0,1,0,1,0,1,25,14,10,6.675345331666204,24,6002.470640397074,16,30,7.32260963763831,15.788189291860487,1
1,1,0,1,1,1,1,1,1,1,13,12,11,9.917260423851566,22,16623.134320413108,19,29,7.99,24.833064034220996,1
0,0,0,0,0,0,0,0,0,0,14,0,2,0.8491747005818466,2,267.8547164863913,30,31,5.160102512529306,92.98246704786177,0
1,1,1,1,1,1,1,0,1,1,38,13,48,8.115603287821905,20,24840.672754178813,16,29,6.724010198429205,21.423305304798586,1
0,0,0,1,1,1,0,1,0,0,36,8,10,7.729598272293732,13,4730.5975207756355,19,26,7.613429409218785,23.297433445245986,1
1,1,0,1,1,1,1,0,0,0,13,5,31,8.443939614232978,20,17156.807177022634,23,29,7.550455186516484,26.25305762875493,1
1,0,0,0,1,1,0,1,1,1,21,9,49,8.476112880101997,5,2137.1833230184193,19,26,7.477559472389439,16.464396994773942,1
0,0,0,0,0,1,0,0,0,0,4,2,1,0.19387507028374795,2,108.1751611346779,28,32,5.572905455498682,80.62284754036685,0
0,0,1,0,0,1,0,0,0,0,12,3,6,2.7511096858725153,1,362.8645888893509,26,32,7.0,89.58213733338633,0
0,0,0,0,0,0,0,0,0,0,10,1,6,1.7179088303138494,0,499.30784965352586,23,34,6.621691084941551,92.02021038867991,0
0,1,0,0,1,0,0,0,0,0,8,3,3,2.146677799528906,2,254.67006335561183,26,30,6.953030153380697,89.9859363014439,0
0,1,0,1,1,1,1,1,1,1,30,12,23,6.474334392196461,15,4597.39927546181,21,26,7.553529413947119,38.620426271556106,1
0,1,0,0,0,1,0,0,0,0,11,3,0,0.8587492573523293,2,79.73945900696941,28,30,5.215462030084221,89.5241996846907,0
0,0,1,0,0,0,0,0,0,0,6,2,2,0.557118020246008,2,365.65744115871075,28,32,5.873674432750482,89.4671936754899,0
1,0,0,1,0,1,0,1,0,0,33,7,51,6.835656772484369,8,4096.456793446381,19,30,7.042897501372777,29.00728763130433,1
0,1,1,1,1,1,0,1,0,0,25,13,31,9.653405425301564,20,1293.1070652202395,19,29,7.718406082660664,10.712165311705686,1
0,1,1,0,0,1,0,0,0,0,12,2,5,2.894953836567632,0,82.268547043649,23,30,5.186252884584752,86.20650183843215,0
0,0,1,1,1,1,0,1,1,1,19,14,26,7.016879830468502,14,15851.80940595336,23,29,7.680365039394069,38.85826556541646,1
0,0,0,0,0,0,0,0,0,0,12,3,5,2.5626056792197995,1,216.4928061510232,26,32,6.123157679169945,81.41389334138081,0
0,0,0,0,0,0,0,0,0,0,13,1,2,2.041582365328774,1,163.26037260158193,28,33,5.804181585699322,80.85458758503214,0
0,0,0,0,0,1,0,0,0,0,3,2,3,0.7532961898312022,1,231.1929320047471,30,31,4.749721028775205,92.91963787051058,0
0,0,0,1,0,1,0,0,1,0,13,2,7,2.3957839005556516,2,6.015201393157321,26,32,4.2836926435204274,92.40754279982545,0
1,1,1,0,1,0,1,1,0,0,16,8,24,7.238082841161132,12,4056.319849045959,19,28,7.317257912752757,24.81937270374474,1
1,0,0,1,1,0,0,1,0,1,42,8,54,6.779721190028562,8,14551.355221730533,19,28,6.803351767645798,39.32722741003814,1
0,0,1,0,1,1,1,0,0,1,27,14,50,5.150320857907314,8,8840.48117483881,19,30,7.02393743869628,25.526702521087877,1
1,1,0,1,1,1,1,1,0,1,36,10,50,8.74434848204741,17,14437.393029559871,16,29,7.272077403220098,37.12303742699335,1
0,0,0,1,0,0,0,0,0,0,2,2,7,0.21308400071973455,2,45.998243398280906,26,30,5.949608837585962,91.67071643508035,0
0,0,0,1,0,1,0,0,0,0,3,3,0,2.2140753364110592,0,175.98855591827623,21,30,5.432002154569757,96.97940494607069,0
1,1,0,1,1,1,1,0,0,0,43,9,14,7.38408855387885,21,7045.932591475307,16,28,7.99,2.082985750241808,1
1,1,0,1,1,1,0,1,0,1,32,11,45,7.226048552497178,9,5123.268892635682,19,28,6.7539165595533115,33.651169889121945,1
1,1,1,1,1,1,0,1,0,1,44,15,29,6.733796888523921,8,20332.068648989847,16,30,7.491018498572502,35.607106193482956,1
0,1,0,0,0,0,0,0,0,0,14,3,1,1.2024550474026363,1,277.2955649351844,26,32,5.608369170953065,97.56227539426624,0
0,0,0,1,1,1,0,0,0,0,10,2,6,1.9112930471641776,0,437.1418790388528,28,34,5.436240661978098,97.76284331950512,0
0,0,0,0,0,0,0,0,0,0,9,3,5,0.7664373972723963,0,497.9993483660273,28,31,5.208891880951482,93.61034740911373,0
0,0,0,0,0,1,0,1,0,0,13,3,3,1.3726135565106274,0,148.201745696216,26,31,6.336944778747615,97.71199580067614,0
0,1,1,0,0,1,0,0,0,0,3,3,2,0.8034608714951149,2,56.12095988289146,23,32,6.791559852443647,86.77873075627755,0
1,1,0,0,1,0,0,1,1,1,31,14,47,6.668913871945683,22,22073.48836203991,21,28,7.371255161255257,38.01161251305579,1
1,1,1,1,1,1,0,0,1,0,39,5,22,6.602381120503615,17,23606.70304727474,21,28,6.8168815578337085,24.561875634151793,1
0,1,0,0,0,0,0,0,0,0,13,0,1,1.3074307650090944,2,200.39680634849447,26,30,6.985927978655427,96.37031977535494,0
0,0,0,0,0,0,0,1,0,0,9,3,6,0.7254972880048459,0,118.30449840364585,26,31,7.0,84.8946762868834,0
1,1,1,1,1,1,1,1,1,1,17,14,59,5.093080580298506,15,14644.070822561342,16,28,6.5,39.56772691728626,1
0,1,0,0,0,1,0,0,0,0,4,3,2,1.6064724007051256,1,185.0286663477841,21,32,6.383935664637824,80.5773848033587,0
0,1,1,0,0,1,0,0,0,0,9,3,5,1.5876058477337565,1,78.73809792424133,28,30,6.316824084251399,96.58999467139924,0
0,1,0,0,0,0,0,0,0,0,13,3,0,2.5344601628661727,1,459.4206483712264,28,34,5.590646736506164,83.82120106999844,0
0,1,1,0,0,1,0,0,0,0,2,2,2,2.199891446354884,2,330.6522415834811,23,31,5.524512833539943,80.40912424098467,0
1,1,0,0,1,1,1,1,1,0,36,14,17,5.23261258036212,6,4384.4531508751725,19,28,6.5,23.312215963155033,1
0,1,0,0,1,0,0,0,0,0,5,1,2,1.1939960872104955,2,419.7548127729208,26,33,6.248612574052901,91.28238532164393,0
0,0,0,0,0,0,0,1,1,0,11,2,1,1.1324195681601052,2,376.9455846188434,21,34,5.048676866655626,81.6583339471907,0
0,1,1,0,0,0,0,0,0,0,2,3,6,1.198097308577707,2,154.39759792948885,28,30,4.8502161813034,85.95083278040849,0
1,1,0,0,1,1,1,1,0,1,43,13,46,7.871693258583793,13,1440.5292467894856,16,28,7.797408860099865,1.73475282580847,1
0,0,0,0,0,0,0,0,0,0,3,2,7,0.7073038282957957,1,16.88481890338887,28,34,5.372519470706717,85.90071851606531,0
0,1,0,1,0,0,0,0,0,0,2,1,6,1.0056817720389652,0,212.37615926527508,23,32,5.2419684440281635,94.24216390474881,0
0,0,0,0,1,0,0,0,0,0,4,1,5,2.4587208161770127,0,30.631439326672883,26,34,4.68066737890767,99.96995130220111,0
0,1,0,1,0,1,0,0,0,0,7,0,6,2.343281356264874,0,152.72188272973395,23,30,5.673018356686551,84.77686726600747,0
1,0,1,1,1,1,1,1,0,1,39,7,29,7.064233652795508,19,13046.303074251111,19,26,7.687909774738873,14.52607839463704,1
1,0,0,1,1,1,1,1,1,1,40,6,56,8.209304489351851,10,20583.403900841644,23,30,7.5605763488240525,30.164491576253752,1
0,0,0,0,0,0,0,1,0,0,10,2,2,1.1197169246325083,0,84.4766493941255,26,31,5.637210507962438,87.40683796471937,0
0,0,1,0,1,1,0,1,0,0,35,17,27,8.111601227271807,18,18432.68516178559,19,30,7.535699147759646,39.81509435284487,1
1,1,1,0,0,1,1,1,1,0,32,7,22,9.238760308726512,5,15663.113399766118,16,26,7.616333530956953,15.993061120900762,1
1,1,1,1,0,1,0,0,1,1,12,13,16,9.816047345371832,14,2963.823378307806,19,28,6.979126473938275,5.4127275053737645,1
0,1,0,1,0,1,0,0,0,0,8,1,4,1.1608077630536846,1,467.7680073980368,28,31,5.034842533173724,90.47017572259251,0
1,1,0,1,0,1,1,0,1,1,37,6,25,5.328221438924279,6,13373.674605802104,16,28,7.662961270894403,11.892700690362474,1
1,1,0,1,1,1,1,1,1,1,23,14,58,9.026074479297518,21,20605.884437359924,23,26,7.368872460662127,12.569634793672666,1
0,1,0,1,0,0,0,1,0,0,7,2,1,2.921503504233328,1,339.0726525901932,21,30,5.394290679918028,92.45629794530906,0
1,1,1,1,0,1,0,1,1,0,25,16,31,6.11775397788453,18,14126.859933652233,16,30,7.459391901625434,33.24230235306318,1
0,0,0,1,0,1,0,0,0,0,11,1,4,0.13741590389044878,2,429.4070779573861,28,34,4.6691272292801,87.01510226886137,0
0,1,0,0,0,1,0,0,0,0,2,3,2,1.5792916561778059,0,173.5878751249395,26,31,6.307180780719765,82.66465419685119,0
0,1,1,1,1,1,1,1,1,1,37,16,50,8.510006944647344,18,7793.200202008113,19,28,7.737115967654317,25.961570233782364,1
0,0,0,0,1,1,0,0,0,0,5,2,3,0.5137404104852414,0,443.69860953711833,30,32,5.8701883553332745,92.97114676797274,0
1,1,1,1,1,1,0,0,1,1,21,12,42,7.673851140275293,4,20881.5193391867,23,29,7.667580240723284,22.049073754639664,1
0,1,0,0,0,0,0,0,0,0,5,3,2,0.5447664492729467,1,218.83950125888327,30,30,5.9478445380323945,89.95681508447107,0
1,1,0,1,1,1,0,1,1,1,37,10,24,9.561942587088037,13,15189.728264501004,19,30,7.642518330543615,1.206526420737588,1
0,0,0,0,0,1,0,0,0,0,14,2,6,1.5347511767677013,0,261.8653449806537,23,30,5.792230442757839,87.17577585647706,0
0,1,1,1,0,1,0,1,1,0,25,15,56,8.526566213421077,19,19384.149003485087,19,28,7.602229166952687,25.697876405710637,1
0,0,0,0,0,0,0,1,0,0,11,2,1,0.8639446481814494,1,154.68944085357714,28,34,6.164889323561538,80.43492195601401,0
1,1,1,1,1,1,1,1,0,1,42,12,12,5.141940565225626,13,16796.04557292076,21,29,7.122615600331127,0.37933236610217413,1
0,0,1,0,0,0,0,0,0,0,6,0,1,2.2941823605033553,0,177.52527664982904,28,33,5.147217003520731,88.95010912071801,0
0,1,0,1,1,1,1,1,1,1,23,14,27,9.822690784412856,7,20727.40818233191,19,26,7.2004599649483385,12.342925558686026,1
1,1,1,0,0,1,0,1,1,0,14,9,39,9.615926173670763,21,18158.15066829006,16,26,6.99865551015537,2.442744232802321,1
0,0,1,0,0,1,0,1,0,0,11,3,5,2.807570116882701,0,309.19896167342324,28,33,6.229078836378735,85.27491987991712,0
1,1,1,1,1,1,1,0,1,0,14,16,43,7.208190658275466,8,7504.114438007857,19,29,7.926116971875568,39.857683584170054,1
0,1,0,0,0,1,0,0,0,0,8,1,3,1.9212198996524614,0,400.60517291733953,26,32,6.380614885070557,92.91455100814088,0
0,0,1,0,0,1,0,0,0,0,4,0,5,0.21895339948571912,0,101.52840191186918,23,32,5.17721337967538,97.59395398971084,0
0,0,0,0,0,1,0,0,0,0,9,3,7,0.012077950820211014,1,434.13620390919334,28,31,5.501265939133541,80.4871985421796,0
1,1,1,0,0,1,0,0,0,1,23,13,52,6.625510245365813,13,19967.654646809184,21,30,7.042707546720875,35.065969094258186,1
0,1,1,0,1,1,1,1,1,1,12,11,31,8.463358127755779,18,15756.665392475728,16,28,7.3130125537430075,12.018945071416663,1
0,0,1,0,0,1,0,0,0,0,7,1,4,0.026372371229435365,2,256.57891082413266,28,34,5.761873742741238,87.08765908361246,0
0,0,0,0,0,0,0,0,0,0,11,1,4,0.7488317227285898,2,307.59916767199815,28,34,6.568376597415834,86.49953441850053,0
1,1,1,1,1,1,0,0,0,0,27,8,49,5.316021470047822,19,2705.3316592541682,21,29,7.277031308438133,1.3605778437730454,1
0,0,1,0,0,0,0,0,0,0,14,2,2,2.891411223933189,2,472.60920659068023,23,30,6.2223342292352575,98.4738349065627,0
0,0,0,0,1,1,0,1,0,0,14,3,2,2.94383112344557,2,312.6504937101155,23,33,5.375066745939802,84.34453132564937,0
1,1,1,0,1,1,0,1,0,0,20,17,15,8.886777567984819,24,7147.480811825489,19,29,7.135215585839671,36.52636067881336,1
0,1,0,0,0,0,0,1,0,0,6,2,1,2.0413820205138156,2,85.17857836836227,23,34,5.548539898061869,87.9322471299835,0
0,0,0,0,0,0,0,0,0,0,2,0,7,2.3613987328816206,2,121.07961597040307,23,34,5.846122003127976,92.92320454982227,0
0,0,0,0,0,0,0,0,0,0,10,3,4,2.813436747296375,1,368.2983035812141,30,33,6.815496630087802,89.24905821299993,0
0,0,0,0,0,1,1,0,0,0,4,3,2,1.6235815304586363,2,210.99399627664027,26,30,6.05476398438962,84.62266055670744,0
0,0,1,1,0,1,0,1,1,0,18,12,38,6.835779283648563,5,4621.09991927314,21,29,7.307521120472219,0.6852478073963431,1
0,1,0,0,0,0,0,0,0,0,14,0,0,2.755569109517605,0,58.319834210358536,28,34,5.420975154224259,91.83656195192428,0
1,1,1,1,1,1,0,1,0,0,14,14,13,6.42205156247192,22,11446.069303375083,19,29,6.664188400388508,12.310985024884875,1
1,1,1,1,1,1,0,1,0,1,23,11,54,6.372080852963428,4,22508.470207400154,23,29,7.803084162018139,33.46177834862708,1
0,0,0,0,0,0,0,0,0,0,5,3,2,1.6141853530477623,1,258.82047695251595,23,30,6.231355086064105,90.96405240286487,0
0,0,0,1,0,0,0,0,0,0,14,1,3,1.3031460731609081,1,323.79151119687947,28,31,5.1364970908984136,83.91240259795558,0
1,0,0,0,1,1,0,1,1,1,24,17,33,9.053618366331767,10,16557.297320227975,23,29,7.5302976612535595,15.890513275393076,1
0,0,1,0,0,1,0,0,0,0,8,1,7,1.3391183181272464,1,453.60418367926303,28,31,4.820056341050905,87.84571819852671,0
0,0,0,0,0,0,0,0,0,0,5,0,7,0.7485680755255119,1,331.468874240441,28,32,4.51203719943416,86.8383338031534,0
0,0,0,1,0,0,0,0,0,0,2,1,4,2.8819377026622073,0,141.98793133179223,26,34,5.796557341752991,92.67557851281963,0
0,1,0,0,0,1,0,0,0,0,10,2,0,0.1099303819781895,2,5.768798718609902,26,31,5.88225616513034,97.99548538225784,0
0,0,1,0,0,1,0,0,0,0,10,2,3,0.2998086312893026,0,480.18060066978956,28,31,5.764561455432989,94.27565870085542,0
0,0,1,0,0,0,0,0,0,0,6,2,6,2.7950648673495495,0,396.34545171627207,26,33,5.831355695839,93.55612265877559,0
1,1,1,0,1,1,0,0,0,0,44,13,27,7.437427699062324,12,7349.152104502339,19,29,6.950404475956799,31.664822629727986,1
0,0,0,0,0,0,0,0,0,0,14,3,4,0.9736026593707143,2,364.3919596588352,28,32,6.694003172965565,84.67548550751299,0
0,0,1,0,1,0,0,0,0,0,8,2,7,2.017922939065611,2,280.9390020758874,21,33,5.6887597264509155,86.39960811014768,0
0,0,1,0,0,0,0,0,0,0,13,2,4,0.5359730594155909,2,129.28796631081963,26,31,5.942418091861078,98.93573121018193,0
0,0,0,0,1,0,0,0,0,0,5,3,2,2.7508005690763113,1,347.4156598706181,28,34,4.707398635628588,85.45060090810526,0
1,1,0,1,1,1,0,1,1,0,24,11,35,6.989998677356789,10,4929.414529032584,19,29,7.618216406547085,38.65443679602568,1
0,0,0,0,0,1,0,0,0,0,4,0,5,1.4026633594222015,1,448.5503925325171,26,31,5.8302174606005694,99.57218178526543,0
0,1,0,0,1,1,0,0,0,0,14,0,5,2.093233197026027,0,148.67873435113844,26,34,6.763611250634733,95.06626399924934,0
0,0,0,0,0,0,0,1,0,0,14,1,1,0.8964594613966264,2,325.1988528532693,21,34,5.993312636055039,94.43972894034097,0
1,0,0,1,0,1,0,1,1,1,14,13,42,8.801917108934985,4,17727.3253167851,19,30,7.24308511254151,32.524592899561576,1
1,0,1,0,0,0,0,0,0,0,2,0,4,1.6127873487927031,2,283.58991626432527,26,31,6.086128682003554,90.10201364125224,0
1,0,1,1,1,1,1,0,1,1,37,5,59,7.766117059193587,10,22825.91806897222,19,29,7.5638073487629915,18.547316708424475,1
0,1,0,0,0,0,0,0,1,0,12,2,3,0.6493001963455436,2,161.054151924619,23,33,6.326651455557904,94.49362937123526,0
0,0,0,0,0,0,0,0,0,0,14,1,5,1.305386172964731,2,343.7868164915826,23,32,5.681080865652055,84.3515204847854,0
0,1,0,0,0,0,0,0,0,0,6,0,2,1.7894154593742417,0,371.2566790302932,28,34,5.214667805638182,94.09139853888664,0
